"Extracted from the UNHCR Population Statistics Reference Database","United Nations High Commissioner for Refugees"
"Date extracted: 2015-07-09 17:20:32 +02:00"

Year,"Country / territory of asylum/residence",Origin,"Population type",Value
2014,"The former Yugoslav Republic of Macedonia","United Rep. of Tanzania",Asylum-seekers,*
2014,"The former Yugoslav Republic of Macedonia",Ukraine,Asylum-seekers,*
2014,"The former Yugoslav Republic of Macedonia",Stateless,Asylum-seekers,*
2014,Mali,Burundi,Asylum-seekers,
2014,Mali,"Central African Rep.",Asylum-seekers,367
2014,Mali,"Côte d'Ivoire",Asylum-seekers,151
2014,Mali,Cameroon,Asylum-seekers,*
2014,Mali,"Dem. Rep. of the Congo",Asylum-seekers,105
2014,Mali,Congo,Asylum-seekers,
2014,Mali,Guinea,Asylum-seekers,
2014,Mali,Gambia,Asylum-seekers,*
2014,Mali,Liberia,Asylum-seekers,*
2014,Mali,"Sri Lanka",Asylum-seekers,*
2014,Mali,Mali,Asylum-seekers,
2014,Mali,Mauritania,Asylum-seekers,
2014,Mali,Nigeria,Asylum-seekers,*
2014,Mali,Pakistan,Asylum-seekers,*
2014,Mali,Rwanda,Asylum-seekers,*
2014,Mali,Sudan,Asylum-seekers,*
2014,Mali,"Sierra Leone",Asylum-seekers,*
2014,Mali,"Syrian Arab Rep.",Asylum-seekers,*
2014,Mali,Chad,Asylum-seekers,
2014,Mali,Togo,Asylum-seekers,*
2014,Mali,Tunisia,Asylum-seekers,
2014,Malta,Armenia,Asylum-seekers,*
2014,Malta,"Burkina Faso",Asylum-seekers,*
2014,Malta,Bangladesh,Asylum-seekers,*
2014,Malta,Belarus,Asylum-seekers,*
2014,Malta,China,Asylum-seekers,
2014,Malta,"Côte d'Ivoire",Asylum-seekers,*
2014,Malta,Cameroon,Asylum-seekers,*
2014,Malta,"Dem. Rep. of the Congo",Asylum-seekers,
2014,Malta,Congo,Asylum-seekers,*
2014,Malta,Comoros,Asylum-seekers,*
2014,Malta,Algeria,Asylum-seekers,*
2014,Malta,Egypt,Asylum-seekers,*
2014,Malta,Eritrea,Asylum-seekers,7
2014,Malta,Ethiopia,Asylum-seekers,*
2014,Malta,Georgia,Asylum-seekers,
2014,Malta,Ghana,Asylum-seekers,*
2014,Malta,Guinea,Asylum-seekers,*
2014,Malta,Gambia,Asylum-seekers,17
2014,Malta,Guinea-Bissau,Asylum-seekers,*
2014,Malta,India,Asylum-seekers,*
2014,Malta,"Iran (Islamic Rep. of)",Asylum-seekers,*
2014,Malta,Iraq,Asylum-seekers,*
2014,Malta,Jordan,Asylum-seekers,*
2014,Malta,Kazakhstan,Asylum-seekers,
2014,Malta,Lebanon,Asylum-seekers,*
2014,Malta,Liberia,Asylum-seekers,*
2014,Malta,Libya,Asylum-seekers,68
2014,Malta,"Sri Lanka",Asylum-seekers,*
2014,Malta,Morocco,Asylum-seekers,*
2014,Malta,Mali,Asylum-seekers,*
2014,Malta,Myanmar,Asylum-seekers,
2014,Malta,Malaysia,Asylum-seekers,*
2014,Malta,Nigeria,Asylum-seekers,13
2014,Malta,Nepal,Asylum-seekers,
2014,Malta,Pakistan,Asylum-seekers,*
2014,Malta,Palestinian,Asylum-seekers,*
2014,Malta,"Russian Federation",Asylum-seekers,*
2014,Malta,"Saudi Arabia",Asylum-seekers,
2014,Malta,Sudan,Asylum-seekers,*
2014,Malta,Senegal,Asylum-seekers,*
2014,Malta,"Sierra Leone",Asylum-seekers,*
2014,Malta,Somalia,Asylum-seekers,7
2014,Malta,"Serbia and Kosovo (S/RES/1244 (1999))",Asylum-seekers,*
2014,Malta,"South Sudan",Asylum-seekers,*
2014,Malta,"Syrian Arab Rep.",Asylum-seekers,34
2014,Malta,Chad,Asylum-seekers,*
2014,Malta,Togo,Asylum-seekers,*
2014,Malta,Turkmenistan,Asylum-seekers,*
2014,Malta,Tunisia,Asylum-seekers,*
2014,Malta,Turkey,Asylum-seekers,*
2014,Malta,Ukraine,Asylum-seekers,5
2014,Malta,"United States of America",Asylum-seekers,*
2014,Malta,Uzbekistan,Asylum-seekers,*
2014,Malta,Various/Unknown,Asylum-seekers,
2014,Myanmar,Myanmar,Asylum-seekers,
2014,Montenegro,Afghanistan,Asylum-seekers,*
2014,Montenegro,Angola,Asylum-seekers,*
2014,Montenegro,Azerbaijan,Asylum-seekers,*
2014,Montenegro,"Bosnia and Herzegovina",Asylum-seekers,
2014,Montenegro,Belarus,Asylum-seekers,
2014,Montenegro,"Côte d'Ivoire",Asylum-seekers,*
2014,Montenegro,Cameroon,Asylum-seekers,*
2014,Montenegro,"Dem. Rep. of the Congo",Asylum-seekers,*
2014,Montenegro,Congo,Asylum-seekers,*
2014,Montenegro,Cuba,Asylum-seekers,*
2014,Montenegro,Algeria,Asylum-seekers,*
2014,Montenegro,Egypt,Asylum-seekers,*
2014,Montenegro,Eritrea,Asylum-seekers,19
2014,Montenegro,Ethiopia,Asylum-seekers,*
2014,Montenegro,Ghana,Asylum-seekers,*
2014,Montenegro,Guinea,Asylum-seekers,*
2014,Montenegro,Gambia,Asylum-seekers,*
2014,Montenegro,Croatia,Asylum-seekers,*
2014,Montenegro,India,Asylum-seekers,*
2014,Montenegro,"Iran (Islamic Rep. of)",Asylum-seekers,*
2014,Montenegro,Iraq,Asylum-seekers,*
2014,Montenegro,Liberia,Asylum-seekers,*
2014,Montenegro,Morocco,Asylum-seekers,*
2014,Montenegro,Mali,Asylum-seekers,*
2014,Montenegro,Montenegro,Asylum-seekers,
2014,Montenegro,Mauritania,Asylum-seekers,*
2014,Montenegro,Nigeria,Asylum-seekers,*
2014,Montenegro,Pakistan,Asylum-seekers,*
2014,Montenegro,Palestinian,Asylum-seekers,*
2014,Montenegro,"Russian Federation",Asylum-seekers,*
2014,Montenegro,Rwanda,Asylum-seekers,*
2014,Montenegro,Sudan,Asylum-seekers,*
2014,Montenegro,Senegal,Asylum-seekers,*
2014,Montenegro,Somalia,Asylum-seekers,*
2014,Montenegro,"Serbia and Kosovo (S/RES/1244 (1999))",Asylum-seekers,*
2014,Montenegro,"Syrian Arab Rep.",Asylum-seekers,36
2014,Montenegro,Tunisia,Asylum-seekers,*
2014,Montenegro,Ukraine,Asylum-seekers,*
2014,Montenegro,Uzbekistan,Asylum-seekers,*
2014,Montenegro,Various/Unknown,Asylum-seekers,
2014,Montenegro,Yemen,Asylum-seekers,*
2014,Montenegro,"South Africa",Asylum-seekers,*
2014,Mongolia,Afghanistan,Asylum-seekers,*
2014,Mongolia,China,Asylum-seekers,5
2014,Mongolia,Cuba,Asylum-seekers,*
2014,Mongolia,Mongolia,Asylum-seekers,
2014,Mongolia,"Syrian Arab Rep.",Asylum-seekers,*
2014,Mozambique,Afghanistan,Asylum-seekers,*
2014,Mozambique,Angola,Asylum-seekers,5
2014,Mozambique,Burundi,Asylum-seekers,3722
2014,Mozambique,"Central African Rep.",Asylum-seekers,*
2014,Mozambique,"Côte d'Ivoire",Asylum-seekers,6
2014,Mozambique,"Dem. Rep. of the Congo",Asylum-seekers,6137
2014,Mozambique,Congo,Asylum-seekers,18
2014,Mozambique,Cuba,Asylum-seekers,*
2014,Mozambique,Eritrea,Asylum-seekers,*
2014,Mozambique,Ethiopia,Asylum-seekers,25
2014,Mozambique,Guinea,Asylum-seekers,6
2014,Mozambique,Liberia,Asylum-seekers,10
2014,Mozambique,Mauritania,Asylum-seekers,*
2014,Mozambique,Palestinian,Asylum-seekers,*
2014,Mozambique,Rwanda,Asylum-seekers,1016
2014,Mozambique,Sudan,Asylum-seekers,16
2014,Mozambique,"Sierra Leone",Asylum-seekers,6
2014,Mozambique,Somalia,Asylum-seekers,2322
2014,Mozambique,Uganda,Asylum-seekers,22
2014,Mauritania,Burundi,Asylum-seekers,*
2014,Mauritania,"Burkina Faso",Asylum-seekers,*
2014,Mauritania,"Central African Rep.",Asylum-seekers,98
2014,Mauritania,"Côte d'Ivoire",Asylum-seekers,128
2014,Mauritania,Cameroon,Asylum-seekers,23
2014,Mauritania,"Dem. Rep. of the Congo",Asylum-seekers,41
2014,Mauritania,Congo,Asylum-seekers,*
2014,Mauritania,"Western Sahara",Asylum-seekers,
2014,Mauritania,Ethiopia,Asylum-seekers,*
2014,Mauritania,Guinea,Asylum-seekers,5
2014,Mauritania,Gambia,Asylum-seekers,*
2014,Mauritania,Guinea-Bissau,Asylum-seekers,*
2014,Mauritania,Iraq,Asylum-seekers,*
2014,Mauritania,Liberia,Asylum-seekers,*
2014,Mauritania,Mali,Asylum-seekers,*
2014,Mauritania,Nigeria,Asylum-seekers,23
2014,Mauritania,Palestinian,Asylum-seekers,*
2014,Mauritania,Rwanda,Asylum-seekers,*
2014,Mauritania,Sudan,Asylum-seekers,*
2014,Mauritania,Senegal,Asylum-seekers,25
2014,Mauritania,"Sierra Leone",Asylum-seekers,*
2014,Mauritania,Somalia,Asylum-seekers,*
2014,Mauritania,"Syrian Arab Rep.",Asylum-seekers,54
2014,Mauritania,Chad,Asylum-seekers,
2014,Mauritania,Togo,Asylum-seekers,*
2014,Malawi,Angola,Asylum-seekers,*
2014,Malawi,Burundi,Asylum-seekers,4093
2014,Malawi,Belgium,Asylum-seekers,*
2014,Malawi,Brazil,Asylum-seekers,*
2014,Malawi,"Dem. Rep. of the Congo",Asylum-seekers,7420
2014,Malawi,Ethiopia,Asylum-seekers,24
2014,Malawi,Kenya,Asylum-seekers,*
2014,Malawi,Rwanda,Asylum-seekers,2930
2014,Malawi,Sudan,Asylum-seekers,*
2014,Malawi,Somalia,Asylum-seekers,16
2014,Malawi,Uganda,Asylum-seekers,*
2014,Malawi,Zambia,Asylum-seekers,6
2014,Malaysia,Afghanistan,Asylum-seekers,212
2014,Malaysia,Angola,Asylum-seekers,*
2014,Malaysia,"United Arab Emirates",Asylum-seekers,*
2014,Malaysia,Burundi,Asylum-seekers,
2014,Malaysia,Bangladesh,Asylum-seekers,9
2014,Malaysia,Bhutan,Asylum-seekers,
2014,Malaysia,"Central African Rep.",Asylum-seekers,5
2014,Malaysia,China,Asylum-seekers,19
2014,Malaysia,"Côte d'Ivoire",Asylum-seekers,*
2014,Malaysia,Cameroon,Asylum-seekers,*
2014,Malaysia,"Dem. Rep. of the Congo",Asylum-seekers,*
2014,Malaysia,Congo,Asylum-seekers,*
2014,Malaysia,Algeria,Asylum-seekers,*
2014,Malaysia,Egypt,Asylum-seekers,23
2014,Malaysia,Eritrea,Asylum-seekers,*
2014,Malaysia,Ethiopia,Asylum-seekers,6
2014,Malaysia,Fiji,Asylum-seekers,*
2014,Malaysia,Ghana,Asylum-seekers,*
2014,Malaysia,Guinea,Asylum-seekers,6
2014,Malaysia,Indonesia,Asylum-seekers,29
2014,Malaysia,India,Asylum-seekers,5
2014,Malaysia,"Iran (Islamic Rep. of)",Asylum-seekers,313
2014,Malaysia,Iraq,Asylum-seekers,295
2014,Malaysia,Jordan,Asylum-seekers,*
2014,Malaysia,Kenya,Asylum-seekers,*
2014,Malaysia,Cambodia,Asylum-seekers,*
2014,Malaysia,Kuwait,Asylum-seekers,
2014,Malaysia,Lebanon,Asylum-seekers,*
2014,Malaysia,Liberia,Asylum-seekers,8
2014,Malaysia,"Sri Lanka",Asylum-seekers,2326
2014,Malaysia,Mali,Asylum-seekers,13
2014,Malaysia,Myanmar,Asylum-seekers,45743
2014,Malaysia,Mauritania,Asylum-seekers,*
2014,Malaysia,Malaysia,Asylum-seekers,
2014,Malaysia,Nigeria,Asylum-seekers,*
2014,Malaysia,Nepal,Asylum-seekers,*
2014,Malaysia,Oman,Asylum-seekers,*
2014,Malaysia,Pakistan,Asylum-seekers,860
2014,Malaysia,Philippines,Asylum-seekers,*
2014,Malaysia,Philippines,Asylum-seekers,
2014,Malaysia,Palestinian,Asylum-seekers,161
2014,Malaysia,"Russian Federation",Asylum-seekers,*
2014,Malaysia,Rwanda,Asylum-seekers,
2014,Malaysia,"Saudi Arabia",Asylum-seekers,*
2014,Malaysia,Sudan,Asylum-seekers,58
2014,Malaysia,Senegal,Asylum-seekers,*
2014,Malaysia,Singapore,Asylum-seekers,*
2014,Malaysia,"Sierra Leone",Asylum-seekers,7
2014,Malaysia,Somalia,Asylum-seekers,246
2014,Malaysia,"Syrian Arab Rep.",Asylum-seekers,530
2014,Malaysia,Chad,Asylum-seekers,*
2014,Malaysia,Thailand,Asylum-seekers,14
2014,Malaysia,Tibetan,Asylum-seekers,
2014,Malaysia,Timor-Leste,Asylum-seekers,*
2014,Malaysia,Tunisia,Asylum-seekers,*
2014,Malaysia,Turkey,Asylum-seekers,*
2014,Malaysia,Uganda,Asylum-seekers,*
2014,Malaysia,Uzbekistan,Asylum-seekers,11
2014,Malaysia,"Viet Nam",Asylum-seekers,*
2014,Malaysia,Yemen,Asylum-seekers,301
2014,Malaysia,Zimbabwe,Asylum-seekers,
2014,Namibia,Angola,Asylum-seekers,
2014,Namibia,Burundi,Asylum-seekers,58
2014,Namibia,Bangladesh,Asylum-seekers,*
2014,Namibia,"Côte d'Ivoire",Asylum-seekers,*
2014,Namibia,Cameroon,Asylum-seekers,*
2014,Namibia,"Dem. Rep. of the Congo",Asylum-seekers,608
2014,Namibia,Congo,Asylum-seekers,*
2014,Namibia,Germany,Asylum-seekers,*
2014,Namibia,Eritrea,Asylum-seekers,*
2014,Namibia,Ethiopia,Asylum-seekers,*
2014,Namibia,Guinea,Asylum-seekers,*
2014,Namibia,Guinea-Bissau,Asylum-seekers,*
2014,Namibia,Kenya,Asylum-seekers,*
2014,Namibia,Liberia,Asylum-seekers,*
2014,Namibia,Lesotho,Asylum-seekers,*
2014,Namibia,Mali,Asylum-seekers,*
2014,Namibia,Malawi,Asylum-seekers,*
2014,Namibia,Nigeria,Asylum-seekers,*
2014,Namibia,Rwanda,Asylum-seekers,54
2014,Namibia,Sudan,Asylum-seekers,*
2014,Namibia,Senegal,Asylum-seekers,*
2014,Namibia,Somalia,Asylum-seekers,*
2014,Namibia,"South Sudan",Asylum-seekers,*
2014,Namibia,Chad,Asylum-seekers,*
2014,Namibia,Togo,Asylum-seekers,*
2014,Namibia,"United Rep. of Tanzania",Asylum-seekers,8
2014,Namibia,Uganda,Asylum-seekers,*
2014,Namibia,Zimbabwe,Asylum-seekers,68
2014,Niger,Burundi,Asylum-seekers,*
2014,Niger,"Central African Rep.",Asylum-seekers,83
2014,Niger,"Côte d'Ivoire",Asylum-seekers,15
2014,Niger,Cameroon,Asylum-seekers,*
2014,Niger,"Dem. Rep. of the Congo",Asylum-seekers,*
2014,Niger,Congo,Asylum-seekers,
2014,Niger,Ethiopia,Asylum-seekers,*
2014,Niger,Guinea,Asylum-seekers,*
2014,Niger,Gambia,Asylum-seekers,*
2014,Niger,"Iran (Islamic Rep. of)",Asylum-seekers,
2014,Niger,Iraq,Asylum-seekers,
2014,Niger,Liberia,Asylum-seekers,
2014,Niger,Libya,Asylum-seekers,*
2014,Niger,Mali,Asylum-seekers,
2014,Niger,Nigeria,Asylum-seekers,*
2014,Niger,Nigeria,Asylum-seekers,
2014,Niger,Rwanda,Asylum-seekers,*
2014,Niger,Sudan,Asylum-seekers,
2014,Niger,Somalia,Asylum-seekers,
2014,Niger,"Syrian Arab Rep.",Asylum-seekers,*
2014,Niger,Chad,Asylum-seekers,*
2014,Niger,Togo,Asylum-seekers,
2014,Nigeria,Afghanistan,Asylum-seekers,
2014,Nigeria,"Central African Rep.",Asylum-seekers,112
2014,Nigeria,"Côte d'Ivoire",Asylum-seekers,52
2014,Nigeria,Cameroon,Asylum-seekers,11
2014,Nigeria,"Dem. Rep. of the Congo",Asylum-seekers,348
2014,Nigeria,Congo,Asylum-seekers,*
2014,Nigeria,Eritrea,Asylum-seekers,17
2014,Nigeria,Ethiopia,Asylum-seekers,*
2014,Nigeria,Ghana,Asylum-seekers,*
2014,Nigeria,Guinea,Asylum-seekers,5
2014,Nigeria,Guinea-Bissau,Asylum-seekers,
2014,Nigeria,"Equatorial Guinea",Asylum-seekers,
2014,Nigeria,Iraq,Asylum-seekers,*
2014,Nigeria,Lebanon,Asylum-seekers,*
2014,Nigeria,Liberia,Asylum-seekers,5
2014,Nigeria,"Sri Lanka",Asylum-seekers,
2014,Nigeria,Mali,Asylum-seekers,238
2014,Nigeria,Pakistan,Asylum-seekers,*
2014,Nigeria,Palestinian,Asylum-seekers,*
2014,Nigeria,Rwanda,Asylum-seekers,
2014,Nigeria,Sudan,Asylum-seekers,*
2014,Nigeria,Senegal,Asylum-seekers,*
2014,Nigeria,"Sierra Leone",Asylum-seekers,*
2014,Nigeria,Somalia,Asylum-seekers,
2014,Nigeria,"Syrian Arab Rep.",Asylum-seekers,17
2014,Nigeria,Chad,Asylum-seekers,31
2014,Nigeria,Togo,Asylum-seekers,7
2014,Nicaragua,Azerbaijan,Asylum-seekers,
2014,Nicaragua,"Central African Rep.",Asylum-seekers,
2014,Nicaragua,Colombia,Asylum-seekers,*
2014,Nicaragua,"Costa Rica",Asylum-seekers,
2014,Nicaragua,Cuba,Asylum-seekers,*
2014,Nicaragua,Germany,Asylum-seekers,
2014,Nicaragua,"Dominican Rep.",Asylum-seekers,*
2014,Nicaragua,Guatemala,Asylum-seekers,*
2014,Nicaragua,Honduras,Asylum-seekers,11
2014,Nicaragua,India,Asylum-seekers,
2014,Nicaragua,Mexico,Asylum-seekers,*
2014,Nicaragua,Nicaragua,Asylum-seekers,
2014,Nicaragua,Pakistan,Asylum-seekers,*
2014,Nicaragua,Peru,Asylum-seekers,
2014,Nicaragua,Palestinian,Asylum-seekers,*
2014,Nicaragua,"El Salvador",Asylum-seekers,46
2014,Netherlands,Afghanistan,Asylum-seekers,299
2014,Netherlands,Angola,Asylum-seekers,*
2014,Netherlands,Albania,Asylum-seekers,21
2014,Netherlands,Andorra,Asylum-seekers,
2014,Netherlands,Armenia,Asylum-seekers,81
2014,Netherlands,"Antigua and Barbuda",Asylum-seekers,*
2014,Netherlands,Australia,Asylum-seekers,*
2014,Netherlands,Azerbaijan,Asylum-seekers,65
2014,Netherlands,Burundi,Asylum-seekers,9
2014,Netherlands,Belgium,Asylum-seekers,*
2014,Netherlands,Benin,Asylum-seekers,*
2014,Netherlands,"Burkina Faso",Asylum-seekers,*
2014,Netherlands,Bangladesh,Asylum-seekers,9
2014,Netherlands,Bulgaria,Asylum-seekers,*
2014,Netherlands,Bahrain,Asylum-seekers,*
2014,Netherlands,"Bosnia and Herzegovina",Asylum-seekers,51
2014,Netherlands,Belarus,Asylum-seekers,8
2014,Netherlands,Brazil,Asylum-seekers,*
2014,Netherlands,Bhutan,Asylum-seekers,*
2014,Netherlands,Botswana,Asylum-seekers,
2014,Netherlands,"Central African Rep.",Asylum-seekers,*
2014,Netherlands,Canada,Asylum-seekers,*
2014,Netherlands,Switzerland,Asylum-seekers,
2014,Netherlands,Chile,Asylum-seekers,*
2014,Netherlands,China,Asylum-seekers,53
2014,Netherlands,"Côte d'Ivoire",Asylum-seekers,12
2014,Netherlands,Cameroon,Asylum-seekers,17
2014,Netherlands,"Dem. Rep. of the Congo",Asylum-seekers,*
2014,Netherlands,Congo,Asylum-seekers,41
2014,Netherlands,Colombia,Asylum-seekers,*
2014,Netherlands,Cuba,Asylum-seekers,5
2014,Netherlands,Germany,Asylum-seekers,*
2014,Netherlands,Djibouti,Asylum-seekers,*
2014,Netherlands,Denmark,Asylum-seekers,*
2014,Netherlands,"Dominican Rep.",Asylum-seekers,*
2014,Netherlands,Algeria,Asylum-seekers,11
2014,Netherlands,Ecuador,Asylum-seekers,*
2014,Netherlands,Egypt,Asylum-seekers,37
2014,Netherlands,Eritrea,Asylum-seekers,191
2014,Netherlands,Spain,Asylum-seekers,*
2014,Netherlands,Ethiopia,Asylum-seekers,35
2014,Netherlands,France,Asylum-seekers,*
2014,Netherlands,Gabon,Asylum-seekers,*
2014,Netherlands,"United Kingdom",Asylum-seekers,
2014,Netherlands,Georgia,Asylum-seekers,64
2014,Netherlands,Ghana,Asylum-seekers,9
2014,Netherlands,Guinea,Asylum-seekers,33
2014,Netherlands,Gambia,Asylum-seekers,11
2014,Netherlands,Guinea-Bissau,Asylum-seekers,*
2014,Netherlands,Greece,Asylum-seekers,*
2014,Netherlands,Honduras,Asylum-seekers,
2014,Netherlands,Croatia,Asylum-seekers,*
2014,Netherlands,Haiti,Asylum-seekers,*
2014,Netherlands,Hungary,Asylum-seekers,*
2014,Netherlands,Indonesia,Asylum-seekers,*
2014,Netherlands,India,Asylum-seekers,7
2014,Netherlands,"Iran (Islamic Rep. of)",Asylum-seekers,246
2014,Netherlands,Iraq,Asylum-seekers,705
2014,Netherlands,Israel,Asylum-seekers,*
2014,Netherlands,Italy,Asylum-seekers,*
2014,Netherlands,Jamaica,Asylum-seekers,6
2014,Netherlands,Jordan,Asylum-seekers,8
2014,Netherlands,Japan,Asylum-seekers,*
2014,Netherlands,Kazakhstan,Asylum-seekers,*
2014,Netherlands,Kenya,Asylum-seekers,*
2014,Netherlands,Kyrgyzstan,Asylum-seekers,*
2014,Netherlands,Cambodia,Asylum-seekers,*
2014,Netherlands,"Rep. of Korea",Asylum-seekers,*
2014,Netherlands,Kuwait,Asylum-seekers,*
2014,Netherlands,"Lao People's Dem. Rep.",Asylum-seekers,
2014,Netherlands,Lebanon,Asylum-seekers,18
2014,Netherlands,Liberia,Asylum-seekers,8
2014,Netherlands,Libya,Asylum-seekers,53
2014,Netherlands,"Sri Lanka",Asylum-seekers,37
2014,Netherlands,Lithuania,Asylum-seekers,*
2014,Netherlands,Latvia,Asylum-seekers,*
2014,Netherlands,Morocco,Asylum-seekers,25
2014,Netherlands,"Rep. of Moldova",Asylum-seekers,*
2014,Netherlands,Mexico,Asylum-seekers,*
2014,Netherlands,"The former Yugoslav Republic of Macedonia",Asylum-seekers,29
2014,Netherlands,Mali,Asylum-seekers,10
2014,Netherlands,Myanmar,Asylum-seekers,7
2014,Netherlands,Montenegro,Asylum-seekers,*
2014,Netherlands,Mongolia,Asylum-seekers,157
2014,Netherlands,Mozambique,Asylum-seekers,*
2014,Netherlands,Mauritania,Asylum-seekers,*
2014,Netherlands,Malawi,Asylum-seekers,*
2014,Netherlands,Malaysia,Asylum-seekers,*
2014,Netherlands,Namibia,Asylum-seekers,*
2014,Netherlands,Niger,Asylum-seekers,*
2014,Netherlands,Nigeria,Asylum-seekers,105
2014,Netherlands,Netherlands,Asylum-seekers,
2014,Netherlands,Norway,Asylum-seekers,
2014,Netherlands,Nepal,Asylum-seekers,20
2014,Netherlands,Pakistan,Asylum-seekers,128
2014,Netherlands,Panama,Asylum-seekers,
2014,Netherlands,Peru,Asylum-seekers,
2014,Netherlands,Philippines,Asylum-seekers,*
2014,Netherlands,Poland,Asylum-seekers,*
2014,Netherlands,"Dem. People's Rep. of Korea",Asylum-seekers,5
2014,Netherlands,Palestinian,Asylum-seekers,22
2014,Netherlands,Romania,Asylum-seekers,*
2014,Netherlands,"Russian Federation",Asylum-seekers,65
2014,Netherlands,Rwanda,Asylum-seekers,8
2014,Netherlands,"Saudi Arabia",Asylum-seekers,*
2014,Netherlands,Sudan,Asylum-seekers,101
2014,Netherlands,Senegal,Asylum-seekers,5
2014,Netherlands,"Sierra Leone",Asylum-seekers,32
2014,Netherlands,"El Salvador",Asylum-seekers,*
2014,Netherlands,"San Marino",Asylum-seekers,*
2014,Netherlands,Somalia,Asylum-seekers,152
2014,Netherlands,"Serbia and Kosovo (S/RES/1244 (1999))",Asylum-seekers,121
2014,Netherlands,"South Sudan",Asylum-seekers,*
2014,Netherlands,Suriname,Asylum-seekers,*
2014,Netherlands,Slovakia,Asylum-seekers,
2014,Netherlands,Sweden,Asylum-seekers,*
2014,Netherlands,Swaziland,Asylum-seekers,
2014,Netherlands,"Syrian Arab Rep.",Asylum-seekers,2323
2014,Netherlands,Chad,Asylum-seekers,*
2014,Netherlands,Togo,Asylum-seekers,*
2014,Netherlands,Tajikistan,Asylum-seekers,*
2014,Netherlands,Turkmenistan,Asylum-seekers,*
2014,Netherlands,"Trinidad and Tobago",Asylum-seekers,*
2014,Netherlands,Tunisia,Asylum-seekers,5
2014,Netherlands,Turkey,Asylum-seekers,21
2014,Netherlands,Tuvalu,Asylum-seekers,
2014,Netherlands,"United Rep. of Tanzania",Asylum-seekers,9
2014,Netherlands,Uganda,Asylum-seekers,39
2014,Netherlands,Ukraine,Asylum-seekers,103
2014,Netherlands,"United States of America",Asylum-seekers,5
2014,Netherlands,Uzbekistan,Asylum-seekers,*
2014,Netherlands,"Venezuela (Bolivarian Republic of)",Asylum-seekers,*
2014,Netherlands,"Viet Nam",Asylum-seekers,9
2014,Netherlands,Stateless,Asylum-seekers,1031
2014,Netherlands,Various/Unknown,Asylum-seekers,172
2014,Netherlands,Yemen,Asylum-seekers,22
2014,Netherlands,"South Africa",Asylum-seekers,*
2014,Netherlands,Zambia,Asylum-seekers,*
2014,Netherlands,Zimbabwe,Asylum-seekers,7
2014,Norway,Afghanistan,Asylum-seekers,552
2014,Norway,Angola,Asylum-seekers,8
2014,Norway,Albania,Asylum-seekers,16
2014,Norway,"United Arab Emirates",Asylum-seekers,*
2014,Norway,Argentina,Asylum-seekers,*
2014,Norway,Armenia,Asylum-seekers,15
2014,Norway,Australia,Asylum-seekers,*
2014,Norway,Azerbaijan,Asylum-seekers,12
2014,Norway,Burundi,Asylum-seekers,23
2014,Norway,Belgium,Asylum-seekers,
2014,Norway,Benin,Asylum-seekers,*
2014,Norway,"Burkina Faso",Asylum-seekers,*
2014,Norway,Bangladesh,Asylum-seekers,54
2014,Norway,Bulgaria,Asylum-seekers,*
2014,Norway,"Bosnia and Herzegovina",Asylum-seekers,*
2014,Norway,Belarus,Asylum-seekers,8
2014,Norway,Brazil,Asylum-seekers,*
2014,Norway,"Brunei Darussalam",Asylum-seekers,
2014,Norway,Bhutan,Asylum-seekers,*
2014,Norway,"Central African Rep.",Asylum-seekers,*
2014,Norway,Canada,Asylum-seekers,*
2014,Norway,China,Asylum-seekers,8
2014,Norway,"Côte d'Ivoire",Asylum-seekers,9
2014,Norway,Cameroon,Asylum-seekers,*
2014,Norway,"Dem. Rep. of the Congo",Asylum-seekers,18
2014,Norway,Congo,Asylum-seekers,6
2014,Norway,Colombia,Asylum-seekers,*
2014,Norway,"Cabo Verde",Asylum-seekers,*
2014,Norway,Cuba,Asylum-seekers,*
2014,Norway,"Czech Rep.",Asylum-seekers,*
2014,Norway,Germany,Asylum-seekers,*
2014,Norway,Djibouti,Asylum-seekers,9
2014,Norway,Denmark,Asylum-seekers,*
2014,Norway,Algeria,Asylum-seekers,26
2014,Norway,Egypt,Asylum-seekers,22
2014,Norway,Eritrea,Asylum-seekers,1669
2014,Norway,"Western Sahara",Asylum-seekers,
2014,Norway,Spain,Asylum-seekers,5
2014,Norway,Estonia,Asylum-seekers,*
2014,Norway,Ethiopia,Asylum-seekers,388
2014,Norway,Fiji,Asylum-seekers,
2014,Norway,France,Asylum-seekers,*
2014,Norway,Gabon,Asylum-seekers,*
2014,Norway,Georgia,Asylum-seekers,9
2014,Norway,Ghana,Asylum-seekers,12
2014,Norway,Guinea,Asylum-seekers,17
2014,Norway,Gambia,Asylum-seekers,8
2014,Norway,Guinea-Bissau,Asylum-seekers,*
2014,Norway,"Equatorial Guinea",Asylum-seekers,*
2014,Norway,Greece,Asylum-seekers,*
2014,Norway,Guatemala,Asylum-seekers,
2014,Norway,Honduras,Asylum-seekers,*
2014,Norway,Croatia,Asylum-seekers,*
2014,Norway,Haiti,Asylum-seekers,
2014,Norway,Hungary,Asylum-seekers,*
2014,Norway,Indonesia,Asylum-seekers,*
