Country / territory of asylum/residence,Origin,Population type,Value
Lebanon,Bahrain,Asylum-seekers,6
Lebanon,Bahrain,Asylum-seekers,
Lebanon,Bahrain,Refugees (incl. refugee-like situations),
Lebanon,Bahrain,Refugees (incl. refugee-like situations),9
Lebanon,Bosnia and Herzegovina,Asylum-seekers,
Lebanon,Bosnia and Herzegovina,Refugees (incl. refugee-like situations),
Lebanon,Belarus,Asylum-seekers,
Lebanon,Belarus,Refugees (incl. refugee-like situations),
Lebanon,Canada,Asylum-seekers,
Lebanon,Canada,Refugees (incl. refugee-like situations),
Lebanon,Côte d'Ivoire,Asylum-seekers,6
Lebanon,Côte d'Ivoire,Refugees (incl. refugee-like situations),
Lebanon,Cameroon,Asylum-seekers,*
Lebanon,Cameroon,Refugees (incl. refugee-like situations),
Lebanon,Dem. Rep. of the Congo,Asylum-seekers,*
Lebanon,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),*
Lebanon,Congo,Asylum-seekers,*
Lebanon,Congo,Refugees (incl. refugee-like situations),
Lebanon,Germany,Asylum-seekers,
Lebanon,Germany,Refugees (incl. refugee-like situations),
Lebanon,Denmark,Asylum-seekers,
Lebanon,Denmark,Refugees (incl. refugee-like situations),
Lebanon,Algeria,Asylum-seekers,
Lebanon,Algeria,Asylum-seekers,*
Lebanon,Algeria,Refugees (incl. refugee-like situations),
Lebanon,Algeria,Refugees (incl. refugee-like situations),
Lebanon,Egypt,Asylum-seekers,81
Lebanon,Egypt,Refugees (incl. refugee-like situations),26
Lebanon,Eritrea,Asylum-seekers,28
Lebanon,Eritrea,Refugees (incl. refugee-like situations),10
Lebanon,Ethiopia,Asylum-seekers,
Lebanon,Ethiopia,Asylum-seekers,123
Lebanon,Ethiopia,Refugees (incl. refugee-like situations),5
Lebanon,Ethiopia,Refugees (incl. refugee-like situations),
Lebanon,Ghana,Asylum-seekers,
Lebanon,Ghana,Asylum-seekers,
Lebanon,Ghana,Refugees (incl. refugee-like situations),
Lebanon,Ghana,Refugees (incl. refugee-like situations),*
Lebanon,Hungary,Asylum-seekers,
Lebanon,Hungary,Refugees (incl. refugee-like situations),
Lebanon,Indonesia,Asylum-seekers,
Lebanon,Indonesia,Refugees (incl. refugee-like situations),
Lebanon,Iran (Islamic Rep. of),Asylum-seekers,
Lebanon,Iran (Islamic Rep. of),Asylum-seekers,42
Lebanon,Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),12
Lebanon,Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),
Lebanon,Iraq,Asylum-seekers,5418
Lebanon,Iraq,Asylum-seekers,
Lebanon,Iraq,Refugees (incl. refugee-like situations),
Lebanon,Iraq,Refugees (incl. refugee-like situations),5986
Lebanon,Jordan,Asylum-seekers,
Lebanon,Jordan,Asylum-seekers,43
Lebanon,Jordan,Refugees (incl. refugee-like situations),17
Lebanon,Jordan,Refugees (incl. refugee-like situations),
Lebanon,Kenya,Asylum-seekers,*
Lebanon,Kenya,Asylum-seekers,
Lebanon,Kenya,Refugees (incl. refugee-like situations),
Lebanon,Kenya,Refugees (incl. refugee-like situations),*
Lebanon,Kuwait,Asylum-seekers,9
Lebanon,Kuwait,Refugees (incl. refugee-like situations),*
Lebanon,Liberia,Asylum-seekers,
Lebanon,Liberia,Refugees (incl. refugee-like situations),
Lebanon,Libya,Asylum-seekers,
Lebanon,Libya,Asylum-seekers,5
Lebanon,Libya,Refugees (incl. refugee-like situations),6
Lebanon,Libya,Refugees (incl. refugee-like situations),
Lebanon,Sri Lanka,Asylum-seekers,*
Lebanon,Sri Lanka,Asylum-seekers,
Lebanon,Sri Lanka,Refugees (incl. refugee-like situations),
Lebanon,Sri Lanka,Refugees (incl. refugee-like situations),
Lebanon,Morocco,Asylum-seekers,
Lebanon,Morocco,Refugees (incl. refugee-like situations),
Lebanon,Rep. of Moldova,Asylum-seekers,
Lebanon,Rep. of Moldova,Refugees (incl. refugee-like situations),
Lebanon,Madagascar,Asylum-seekers,
Lebanon,Madagascar,Asylum-seekers,9
Lebanon,Madagascar,Refugees (incl. refugee-like situations),
Lebanon,Madagascar,Refugees (incl. refugee-like situations),
Lebanon,Mali,Asylum-seekers,*
Lebanon,Mali,Refugees (incl. refugee-like situations),
Lebanon,Mauritania,Asylum-seekers,
Lebanon,Mauritania,Refugees (incl. refugee-like situations),
Lebanon,Nigeria,Asylum-seekers,
Lebanon,Nigeria,Asylum-seekers,5
Lebanon,Nigeria,Refugees (incl. refugee-like situations),*
Lebanon,Nigeria,Refugees (incl. refugee-like situations),
Lebanon,Oman,Asylum-seekers,
Lebanon,Oman,Refugees (incl. refugee-like situations),*
Lebanon,Pakistan,Asylum-seekers,
Lebanon,Pakistan,Asylum-seekers,15
Lebanon,Pakistan,Refugees (incl. refugee-like situations),*
Lebanon,Pakistan,Refugees (incl. refugee-like situations),
Lebanon,Philippines,Asylum-seekers,6
Lebanon,Philippines,Asylum-seekers,
Lebanon,Philippines,Refugees (incl. refugee-like situations),
Lebanon,Philippines,Refugees (incl. refugee-like situations),
Lebanon,Palestinian,Asylum-seekers,
Lebanon,Palestinian,Asylum-seekers,8
Lebanon,Palestinian,Refugees (incl. refugee-like situations),9
Lebanon,Palestinian,Refugees (incl. refugee-like situations),
Lebanon,Romania,Asylum-seekers,
Lebanon,Romania,Refugees (incl. refugee-like situations),
Lebanon,Russian Federation,Asylum-seekers,
Lebanon,Russian Federation,Refugees (incl. refugee-like situations),
Lebanon,Saudi Arabia,Asylum-seekers,
Lebanon,Saudi Arabia,Asylum-seekers,*
Lebanon,Saudi Arabia,Refugees (incl. refugee-like situations),
Lebanon,Saudi Arabia,Refugees (incl. refugee-like situations),*
Lebanon,Sudan,Asylum-seekers,
Lebanon,Sudan,Asylum-seekers,1087
Lebanon,Sudan,Refugees (incl. refugee-like situations),357
Lebanon,Sudan,Refugees (incl. refugee-like situations),
Lebanon,Somalia,Asylum-seekers,14
Lebanon,Somalia,Refugees (incl. refugee-like situations),31
Lebanon,Serbia and Kosovo (S/RES/1244 (1999)),Asylum-seekers,
Lebanon,Serbia and Kosovo (S/RES/1244 (1999)),Refugees (incl. refugee-like situations),
Lebanon,South Sudan,Asylum-seekers,41
Lebanon,South Sudan,Refugees (incl. refugee-like situations),24
Lebanon,Suriname,Asylum-seekers,*
Lebanon,Suriname,Refugees (incl. refugee-like situations),
Lebanon,Syrian Arab Rep.,Asylum-seekers,
Lebanon,Syrian Arab Rep.,Asylum-seekers,417
Lebanon,Syrian Arab Rep.,Refugees (incl. refugee-like situations),
Lebanon,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1147494
Lebanon,Chad,Asylum-seekers,*
Lebanon,Chad,Refugees (incl. refugee-like situations),
Lebanon,Tunisia,Asylum-seekers,*
Lebanon,Tunisia,Asylum-seekers,
Lebanon,Tunisia,Refugees (incl. refugee-like situations),9
Lebanon,Tunisia,Refugees (incl. refugee-like situations),
Lebanon,Turkey,Asylum-seekers,
Lebanon,Turkey,Asylum-seekers,6
Lebanon,Turkey,Refugees (incl. refugee-like situations),
Lebanon,Turkey,Refugees (incl. refugee-like situations),10
Lebanon,Ukraine,Asylum-seekers,5
Lebanon,Ukraine,Asylum-seekers,
Lebanon,Ukraine,Refugees (incl. refugee-like situations),
Lebanon,Ukraine,Refugees (incl. refugee-like situations),
Lebanon,United States of America,Asylum-seekers,
Lebanon,United States of America,Refugees (incl. refugee-like situations),
Lebanon,Uzbekistan,Asylum-seekers,
Lebanon,Uzbekistan,Refugees (incl. refugee-like situations),
Lebanon,Venezuela (Bolivarian Republic of),Asylum-seekers,
Lebanon,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),
Lebanon,Yemen,Asylum-seekers,
Lebanon,Yemen,Asylum-seekers,11
Lebanon,Yemen,Refugees (incl. refugee-like situations),
Lebanon,Yemen,Refugees (incl. refugee-like situations),*
Liberia,Burkina Faso,Asylum-seekers,
Liberia,Burkina Faso,Refugees (incl. refugee-like situations),*
Liberia,Central African Rep.,Asylum-seekers,*
Liberia,Central African Rep.,Refugees (incl. refugee-like situations),
Liberia,Côte d'Ivoire,Asylum-seekers,*
Liberia,Côte d'Ivoire,Refugees (incl. refugee-like situations),38109
Liberia,Dem. Rep. of the Congo,Asylum-seekers,*
Liberia,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),14
Liberia,Algeria,Asylum-seekers,*
Liberia,Algeria,Refugees (incl. refugee-like situations),*
Liberia,Eritrea,Asylum-seekers,*
Liberia,Eritrea,Refugees (incl. refugee-like situations),*
Liberia,Ethiopia,Asylum-seekers,*
Liberia,Ethiopia,Refugees (incl. refugee-like situations),*
Liberia,Ghana,Asylum-seekers,
Liberia,Ghana,Refugees (incl. refugee-like situations),*
Liberia,Guinea,Asylum-seekers,*
Liberia,Guinea,Refugees (incl. refugee-like situations),25
Liberia,Gambia,Asylum-seekers,
Liberia,Gambia,Refugees (incl. refugee-like situations),*
Liberia,Haiti,Asylum-seekers,*
Liberia,Haiti,Refugees (incl. refugee-like situations),
Liberia,Iraq,Asylum-seekers,*
Liberia,Iraq,Refugees (incl. refugee-like situations),*
Liberia,Cambodia,Asylum-seekers,
Liberia,Cambodia,Refugees (incl. refugee-like situations),*
Liberia,Liberia,Asylum-seekers,
Liberia,Liberia,Refugees (incl. refugee-like situations),
Liberia,Mali,Asylum-seekers,5
Liberia,Mali,Refugees (incl. refugee-like situations),19
Liberia,Mauritania,Asylum-seekers,
Liberia,Mauritania,Refugees (incl. refugee-like situations),*
Liberia,Nigeria,Asylum-seekers,8
Liberia,Nigeria,Refugees (incl. refugee-like situations),*
Liberia,Pakistan,Asylum-seekers,6
Liberia,Pakistan,Refugees (incl. refugee-like situations),*
Liberia,Palestinian,Asylum-seekers,*
Liberia,Palestinian,Refugees (incl. refugee-like situations),*
Liberia,Rwanda,Asylum-seekers,
Liberia,Rwanda,Refugees (incl. refugee-like situations),*
Liberia,Sudan,Asylum-seekers,
Liberia,Sudan,Refugees (incl. refugee-like situations),14
Liberia,Sierra Leone,Asylum-seekers,*
Liberia,Sierra Leone,Refugees (incl. refugee-like situations),375
Liberia,Somalia,Asylum-seekers,*
Liberia,Somalia,Refugees (incl. refugee-like situations),*
Liberia,Syrian Arab Rep.,Asylum-seekers,*
Liberia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),6
Liberia,Togo,Asylum-seekers,9
Liberia,Togo,Refugees (incl. refugee-like situations),10
Liberia,Uganda,Asylum-seekers,
Liberia,Uganda,Refugees (incl. refugee-like situations),*
Liberia,South Africa,Asylum-seekers,*
Liberia,South Africa,Refugees (incl. refugee-like situations),
Libya,Afghanistan,Asylum-seekers,*
Libya,Afghanistan,Refugees (incl. refugee-like situations),
Libya,Côte d'Ivoire,Asylum-seekers,*
Libya,Côte d'Ivoire,Refugees (incl. refugee-like situations),*
Libya,Cameroon,Asylum-seekers,*
Libya,Cameroon,Refugees (incl. refugee-like situations),*
Libya,Dem. Rep. of the Congo,Asylum-seekers,11
Libya,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),17
Libya,Congo,Asylum-seekers,*
Libya,Congo,Refugees (incl. refugee-like situations),
Libya,Algeria,Asylum-seekers,*
Libya,Algeria,Refugees (incl. refugee-like situations),*
Libya,Egypt,Asylum-seekers,*
Libya,Egypt,Refugees (incl. refugee-like situations),*
Libya,Eritrea,Asylum-seekers,4234
Libya,Eritrea,Refugees (incl. refugee-like situations),485
Libya,Ethiopia,Asylum-seekers,460
Libya,Ethiopia,Refugees (incl. refugee-like situations),23
Libya,Ghana,Asylum-seekers,*
Libya,Ghana,Refugees (incl. refugee-like situations),
Libya,Gambia,Asylum-seekers,*
Libya,Gambia,Refugees (incl. refugee-like situations),
Libya,Guinea-Bissau,Asylum-seekers,*
Libya,Guinea-Bissau,Refugees (incl. refugee-like situations),
Libya,Iraq,Asylum-seekers,533
Libya,Iraq,Refugees (incl. refugee-like situations),2520
Libya,Jordan,Asylum-seekers,*
Libya,Jordan,Refugees (incl. refugee-like situations),
Libya,Liberia,Asylum-seekers,*
Libya,Liberia,Refugees (incl. refugee-like situations),23
Libya,Libya,Asylum-seekers,
Libya,Libya,Refugees (incl. refugee-like situations),
Libya,Morocco,Asylum-seekers,*
Libya,Morocco,Refugees (incl. refugee-like situations),
Libya,Mali,Asylum-seekers,*
Libya,Mali,Refugees (incl. refugee-like situations),
Libya,Nigeria,Asylum-seekers,*
Libya,Nigeria,Refugees (incl. refugee-like situations),
Libya,Palestinian,Asylum-seekers,9
Libya,Palestinian,Refugees (incl. refugee-like situations),5391
Libya,Sudan,Asylum-seekers,1415
Libya,Sudan,Refugees (incl. refugee-like situations),658
Libya,Sierra Leone,Asylum-seekers,*
Libya,Sierra Leone,Refugees (incl. refugee-like situations),
Libya,Somalia,Asylum-seekers,2168
Libya,Somalia,Refugees (incl. refugee-like situations),164
Libya,Syrian Arab Rep.,Asylum-seekers,
Libya,Syrian Arab Rep.,Refugees (incl. refugee-like situations),18653
Libya,Chad,Asylum-seekers,51
Libya,Chad,Refugees (incl. refugee-like situations),20
Libya,Togo,Asylum-seekers,*
Libya,Togo,Refugees (incl. refugee-like situations),*
Libya,Tunisia,Asylum-seekers,*
Libya,Tunisia,Refugees (incl. refugee-like situations),
Libya,Ukraine,Asylum-seekers,*
Libya,Ukraine,Refugees (incl. refugee-like situations),
Saint Lucia,Sri Lanka,Asylum-seekers,*
Saint Lucia,Sri Lanka,Refugees (incl. refugee-like situations),*
Saint Lucia,Syrian Arab Rep.,Asylum-seekers,
Saint Lucia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),*
Liechtenstein,Afghanistan,Asylum-seekers,*
Liechtenstein,Afghanistan,Refugees (incl. refugee-like situations),
Liechtenstein,Albania,Asylum-seekers,*
Liechtenstein,Albania,Refugees (incl. refugee-like situations),
Liechtenstein,Armenia,Asylum-seekers,8
Liechtenstein,Armenia,Refugees (incl. refugee-like situations),8
Liechtenstein,Bosnia and Herzegovina,Asylum-seekers,*
Liechtenstein,Bosnia and Herzegovina,Refugees (incl. refugee-like situations),
Liechtenstein,Belarus,Asylum-seekers,*
Liechtenstein,Belarus,Refugees (incl. refugee-like situations),
Liechtenstein,China,Asylum-seekers,*
Liechtenstein,China,Refugees (incl. refugee-like situations),6
Liechtenstein,Algeria,Asylum-seekers,*
Liechtenstein,Algeria,Refugees (incl. refugee-like situations),
Liechtenstein,Egypt,Asylum-seekers,*
Liechtenstein,Egypt,Refugees (incl. refugee-like situations),
Liechtenstein,Eritrea,Asylum-seekers,*
Liechtenstein,Eritrea,Refugees (incl. refugee-like situations),14
Liechtenstein,Ethiopia,Asylum-seekers,
Liechtenstein,Ethiopia,Refugees (incl. refugee-like situations),*
Liechtenstein,Croatia,Asylum-seekers,6
Liechtenstein,Croatia,Refugees (incl. refugee-like situations),
Liechtenstein,Hungary,Asylum-seekers,*
Liechtenstein,Hungary,Refugees (incl. refugee-like situations),
Liechtenstein,Iran (Islamic Rep. of),Asylum-seekers,
Liechtenstein,Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),*
Liechtenstein,Iraq,Asylum-seekers,
Liechtenstein,Iraq,Refugees (incl. refugee-like situations),*
Liechtenstein,Kyrgyzstan,Asylum-seekers,*
Liechtenstein,Kyrgyzstan,Refugees (incl. refugee-like situations),
Liechtenstein,Liechtenstein,Asylum-seekers,
Liechtenstein,Liechtenstein,Refugees (incl. refugee-like situations),
Liechtenstein,Nigeria,Asylum-seekers,*
Liechtenstein,Nigeria,Refugees (incl. refugee-like situations),
Liechtenstein,Pakistan,Asylum-seekers,*
Liechtenstein,Pakistan,Refugees (incl. refugee-like situations),
Liechtenstein,Romania,Asylum-seekers,*
Liechtenstein,Romania,Refugees (incl. refugee-like situations),
Liechtenstein,Russian Federation,Asylum-seekers,6
Liechtenstein,Russian Federation,Refugees (incl. refugee-like situations),
Liechtenstein,Somalia,Asylum-seekers,21
Liechtenstein,Somalia,Refugees (incl. refugee-like situations),28
Liechtenstein,Serbia and Kosovo (S/RES/1244 (1999)),Asylum-seekers,5
Liechtenstein,Serbia and Kosovo (S/RES/1244 (1999)),Refugees (incl. refugee-like situations),36
Liechtenstein,Syrian Arab Rep.,Asylum-seekers,*
Liechtenstein,Syrian Arab Rep.,Refugees (incl. refugee-like situations),5
Liechtenstein,Ukraine,Asylum-seekers,*
Liechtenstein,Ukraine,Refugees (incl. refugee-like situations),
Liechtenstein,Various/Unknown,Asylum-seekers,*
Liechtenstein,Various/Unknown,Refugees (incl. refugee-like situations),
Sri Lanka,Afghanistan,Asylum-seekers,88
Sri Lanka,Afghanistan,Refugees (incl. refugee-like situations),34
Sri Lanka,Eritrea,Asylum-seekers,*
Sri Lanka,Eritrea,Refugees (incl. refugee-like situations),*
Sri Lanka,Iran (Islamic Rep. of),Asylum-seekers,5
Sri Lanka,Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),*
Sri Lanka,Iraq,Asylum-seekers,*
Sri Lanka,Iraq,Refugees (incl. refugee-like situations),
Sri Lanka,Sri Lanka,Asylum-seekers,
Sri Lanka,Sri Lanka,Refugees (incl. refugee-like situations),
Sri Lanka,Maldives,Asylum-seekers,*
Sri Lanka,Maldives,Refugees (incl. refugee-like situations),*
Sri Lanka,Myanmar,Asylum-seekers,10
Sri Lanka,Myanmar,Refugees (incl. refugee-like situations),77
Sri Lanka,Nigeria,Asylum-seekers,*
Sri Lanka,Nigeria,Refugees (incl. refugee-like situations),
Sri Lanka,Pakistan,Asylum-seekers,832
Sri Lanka,Pakistan,Refugees (incl. refugee-like situations),372
Sri Lanka,Palestinian,Asylum-seekers,*
Sri Lanka,Palestinian,Refugees (incl. refugee-like situations),15
Sri Lanka,Somalia,Asylum-seekers,*
Sri Lanka,Somalia,Refugees (incl. refugee-like situations),*
Sri Lanka,Syrian Arab Rep.,Asylum-seekers,5
Sri Lanka,Syrian Arab Rep.,Refugees (incl. refugee-like situations),*
Sri Lanka,Tunisia,Asylum-seekers,*
Sri Lanka,Tunisia,Refugees (incl. refugee-like situations),*
Sri Lanka,Ukraine,Asylum-seekers,*
Sri Lanka,Ukraine,Refugees (incl. refugee-like situations),
Sri Lanka,Yemen,Asylum-seekers,*
Sri Lanka,Yemen,Refugees (incl. refugee-like situations),
Lesotho,Dem. Rep. of the Congo,Asylum-seekers,*
Lesotho,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),24
Lesotho,Algeria,Asylum-seekers,
Lesotho,Algeria,Refugees (incl. refugee-like situations),7
Lesotho,Eritrea,Asylum-seekers,
Lesotho,Eritrea,Refugees (incl. refugee-like situations),*
Lesotho,Ethiopia,Asylum-seekers,*
Lesotho,Ethiopia,Refugees (incl. refugee-like situations),*
Lesotho,Uganda,Asylum-seekers,
Lesotho,Uganda,Refugees (incl. refugee-like situations),*
Lesotho,Zimbabwe,Asylum-seekers,
Lesotho,Zimbabwe,Refugees (incl. refugee-like situations),7
Lithuania,Afghanistan,Asylum-seekers,46
Lithuania,Afghanistan,Refugees (incl. refugee-like situations),186
Lithuania,Armenia,Asylum-seekers,*
Lithuania,Armenia,Refugees (incl. refugee-like situations),*
Lithuania,Azerbaijan,Asylum-seekers,*
Lithuania,Azerbaijan,Refugees (incl. refugee-like situations),*
Lithuania,Benin,Asylum-seekers,*
Lithuania,Benin,Refugees (incl. refugee-like situations),
Lithuania,Belarus,Asylum-seekers,*
Lithuania,Belarus,Refugees (incl. refugee-like situations),31
Lithuania,Côte d'Ivoire,Asylum-seekers,
Lithuania,Côte d'Ivoire,Refugees (incl. refugee-like situations),*
Lithuania,Cameroon,Asylum-seekers,*
Lithuania,Cameroon,Refugees (incl. refugee-like situations),5
Lithuania,Dem. Rep. of the Congo,Asylum-seekers,*
Lithuania,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),*
Lithuania,Cuba,Asylum-seekers,
Lithuania,Cuba,Refugees (incl. refugee-like situations),*
Lithuania,Germany,Asylum-seekers,*
Lithuania,Germany,Refugees (incl. refugee-like situations),
Lithuania,Egypt,Asylum-seekers,*
Lithuania,Egypt,Refugees (incl. refugee-like situations),*
Lithuania,Eritrea,Asylum-seekers,
Lithuania,Eritrea,Refugees (incl. refugee-like situations),10
Lithuania,Ethiopia,Asylum-seekers,
Lithuania,Ethiopia,Refugees (incl. refugee-like situations),*
Lithuania,Georgia,Asylum-seekers,33
Lithuania,Georgia,Refugees (incl. refugee-like situations),*
Lithuania,Guinea,Asylum-seekers,*
Lithuania,Guinea,Refugees (incl. refugee-like situations),
Lithuania,India,Asylum-seekers,*
Lithuania,India,Refugees (incl. refugee-like situations),
Lithuania,Iran (Islamic Rep. of),Asylum-seekers,*
Lithuania,Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),6
Lithuania,Iraq,Asylum-seekers,*
Lithuania,Iraq,Refugees (incl. refugee-like situations),18
Lithuania,Israel,Asylum-seekers,
Lithuania,Israel,Refugees (incl. refugee-like situations),*
Lithuania,Kazakhstan,Asylum-seekers,*
Lithuania,Kazakhstan,Refugees (incl. refugee-like situations),*
Lithuania,Kyrgyzstan,Asylum-seekers,*
Lithuania,Kyrgyzstan,Refugees (incl. refugee-like situations),
Lithuania,Sri Lanka,Asylum-seekers,*
Lithuania,Sri Lanka,Refugees (incl. refugee-like situations),7
Lithuania,Lithuania,Asylum-seekers,
Lithuania,Lithuania,Refugees (incl. refugee-like situations),
Lithuania,Mexico,Asylum-seekers,*
Lithuania,Mexico,Refugees (incl. refugee-like situations),
