Country / territory of asylum/residence,Origin,Population type,Value
Mexico,Venezuela (Bolivarian Republic of),Asylum-seekers,45
Mexico,South Africa,Asylum-seekers,
The former Yugoslav Republic of Macedonia,Afghanistan,Asylum-seekers,558
The former Yugoslav Republic of Macedonia,Benin,Asylum-seekers,*
The former Yugoslav Republic of Macedonia,Burkina Faso,Asylum-seekers,*
The former Yugoslav Republic of Macedonia,Bangladesh,Asylum-seekers,11
The former Yugoslav Republic of Macedonia,Bulgaria,Asylum-seekers,*
The former Yugoslav Republic of Macedonia,Bosnia and Herzegovina,Asylum-seekers,
The former Yugoslav Republic of Macedonia,Central African Rep.,Asylum-seekers,*
The former Yugoslav Republic of Macedonia,Côte d'Ivoire,Asylum-seekers,*
The former Yugoslav Republic of Macedonia,Cameroon,Asylum-seekers,*
The former Yugoslav Republic of Macedonia,Congo,Asylum-seekers,*
The former Yugoslav Republic of Macedonia,Comoros,Asylum-seekers,12
The former Yugoslav Republic of Macedonia,Algeria,Asylum-seekers,10
The former Yugoslav Republic of Macedonia,Egypt,Asylum-seekers,*
The former Yugoslav Republic of Macedonia,Eritrea,Asylum-seekers,15
The former Yugoslav Republic of Macedonia,Western Sahara,Asylum-seekers,*
The former Yugoslav Republic of Macedonia,Ghana,Asylum-seekers,11
The former Yugoslav Republic of Macedonia,Guinea,Asylum-seekers,8
The former Yugoslav Republic of Macedonia,Gambia,Asylum-seekers,*
The former Yugoslav Republic of Macedonia,Greece,Asylum-seekers,*
The former Yugoslav Republic of Macedonia,Croatia,Asylum-seekers,*
The former Yugoslav Republic of Macedonia,India,Asylum-seekers,*
The former Yugoslav Republic of Macedonia,Iran (Islamic Rep. of),Asylum-seekers,6
The former Yugoslav Republic of Macedonia,Iraq,Asylum-seekers,8
The former Yugoslav Republic of Macedonia,Kazakhstan,Asylum-seekers,*
The former Yugoslav Republic of Macedonia,Libya,Asylum-seekers,*
The former Yugoslav Republic of Macedonia,Morocco,Asylum-seekers,7
The former Yugoslav Republic of Macedonia,The former Yugoslav Republic of Macedonia,Asylum-seekers,
The former Yugoslav Republic of Macedonia,Mali,Asylum-seekers,13
The former Yugoslav Republic of Macedonia,Myanmar,Asylum-seekers,*
The former Yugoslav Republic of Macedonia,Mauritania,Asylum-seekers,*
The former Yugoslav Republic of Macedonia,Nigeria,Asylum-seekers,25
The former Yugoslav Republic of Macedonia,Pakistan,Asylum-seekers,66
The former Yugoslav Republic of Macedonia,Palestinian,Asylum-seekers,23
The former Yugoslav Republic of Macedonia,Russian Federation,Asylum-seekers,*
The former Yugoslav Republic of Macedonia,Rwanda,Asylum-seekers,*
The former Yugoslav Republic of Macedonia,Sudan,Asylum-seekers,6
The former Yugoslav Republic of Macedonia,Senegal,Asylum-seekers,8
The former Yugoslav Republic of Macedonia,Sierra Leone,Asylum-seekers,*
The former Yugoslav Republic of Macedonia,Somalia,Asylum-seekers,59
The former Yugoslav Republic of Macedonia,Serbia and Kosovo (S/RES/1244 (1999)),Asylum-seekers,7
The former Yugoslav Republic of Macedonia,Syrian Arab Rep.,Asylum-seekers,654
The former Yugoslav Republic of Macedonia,Togo,Asylum-seekers,*
The former Yugoslav Republic of Macedonia,Tunisia,Asylum-seekers,*
The former Yugoslav Republic of Macedonia,United Rep. of Tanzania,Asylum-seekers,*
The former Yugoslav Republic of Macedonia,Ukraine,Asylum-seekers,*
The former Yugoslav Republic of Macedonia,Stateless,Asylum-seekers,*
Mali,Burundi,Asylum-seekers,
Mali,Central African Rep.,Asylum-seekers,367
Mali,Côte d'Ivoire,Asylum-seekers,151
Mali,Cameroon,Asylum-seekers,*
Mali,Dem. Rep. of the Congo,Asylum-seekers,105
Mali,Congo,Asylum-seekers,
Mali,Guinea,Asylum-seekers,
Mali,Gambia,Asylum-seekers,*
Mali,Liberia,Asylum-seekers,*
Mali,Sri Lanka,Asylum-seekers,*
Mali,Mali,Asylum-seekers,
Mali,Mauritania,Asylum-seekers,
Mali,Nigeria,Asylum-seekers,*
Mali,Pakistan,Asylum-seekers,*
Mali,Rwanda,Asylum-seekers,*
Mali,Sudan,Asylum-seekers,*
Mali,Sierra Leone,Asylum-seekers,*
Mali,Syrian Arab Rep.,Asylum-seekers,*
Mali,Chad,Asylum-seekers,
Mali,Togo,Asylum-seekers,*
Mali,Tunisia,Asylum-seekers,
Malta,Armenia,Asylum-seekers,*
Malta,Burkina Faso,Asylum-seekers,*
Malta,Bangladesh,Asylum-seekers,*
Malta,Belarus,Asylum-seekers,*
Malta,China,Asylum-seekers,
Malta,Côte d'Ivoire,Asylum-seekers,*
Malta,Cameroon,Asylum-seekers,*
Malta,Dem. Rep. of the Congo,Asylum-seekers,
Malta,Congo,Asylum-seekers,*
Malta,Comoros,Asylum-seekers,*
Malta,Algeria,Asylum-seekers,*
Malta,Egypt,Asylum-seekers,*
Malta,Eritrea,Asylum-seekers,7
Malta,Ethiopia,Asylum-seekers,*
Malta,Georgia,Asylum-seekers,
Malta,Ghana,Asylum-seekers,*
Malta,Guinea,Asylum-seekers,*
Malta,Gambia,Asylum-seekers,17
Malta,Guinea-Bissau,Asylum-seekers,*
Malta,India,Asylum-seekers,*
Malta,Iran (Islamic Rep. of),Asylum-seekers,*
Malta,Iraq,Asylum-seekers,*
Malta,Jordan,Asylum-seekers,*
Malta,Kazakhstan,Asylum-seekers,
Malta,Lebanon,Asylum-seekers,*
Malta,Liberia,Asylum-seekers,*
Malta,Libya,Asylum-seekers,68
Malta,Sri Lanka,Asylum-seekers,*
Malta,Morocco,Asylum-seekers,*
Malta,Mali,Asylum-seekers,*
Malta,Myanmar,Asylum-seekers,
Malta,Malaysia,Asylum-seekers,*
Malta,Nigeria,Asylum-seekers,13
Malta,Nepal,Asylum-seekers,
Malta,Pakistan,Asylum-seekers,*
Malta,Palestinian,Asylum-seekers,*
Malta,Russian Federation,Asylum-seekers,*
Malta,Saudi Arabia,Asylum-seekers,
Malta,Sudan,Asylum-seekers,*
Malta,Senegal,Asylum-seekers,*
Malta,Sierra Leone,Asylum-seekers,*
Malta,Somalia,Asylum-seekers,7
Malta,Serbia and Kosovo (S/RES/1244 (1999)),Asylum-seekers,*
Malta,South Sudan,Asylum-seekers,*
Malta,Syrian Arab Rep.,Asylum-seekers,34
Malta,Chad,Asylum-seekers,*
Malta,Togo,Asylum-seekers,*
Malta,Turkmenistan,Asylum-seekers,*
Malta,Tunisia,Asylum-seekers,*
Malta,Turkey,Asylum-seekers,*
Malta,Ukraine,Asylum-seekers,5
Malta,United States of America,Asylum-seekers,*
Malta,Uzbekistan,Asylum-seekers,*
Malta,Various/Unknown,Asylum-seekers,
Myanmar,Myanmar,Asylum-seekers,
Montenegro,Afghanistan,Asylum-seekers,*
Montenegro,Angola,Asylum-seekers,*
Montenegro,Azerbaijan,Asylum-seekers,*
Montenegro,Bosnia and Herzegovina,Asylum-seekers,
Montenegro,Belarus,Asylum-seekers,
Montenegro,Côte d'Ivoire,Asylum-seekers,*
Montenegro,Cameroon,Asylum-seekers,*
Montenegro,Dem. Rep. of the Congo,Asylum-seekers,*
Montenegro,Congo,Asylum-seekers,*
Montenegro,Cuba,Asylum-seekers,*
Montenegro,Algeria,Asylum-seekers,*
Montenegro,Egypt,Asylum-seekers,*
Montenegro,Eritrea,Asylum-seekers,19
Montenegro,Ethiopia,Asylum-seekers,*
Montenegro,Ghana,Asylum-seekers,*
Montenegro,Guinea,Asylum-seekers,*
Montenegro,Gambia,Asylum-seekers,*
Montenegro,Croatia,Asylum-seekers,*
Montenegro,India,Asylum-seekers,*
Montenegro,Iran (Islamic Rep. of),Asylum-seekers,*
Montenegro,Iraq,Asylum-seekers,*
Montenegro,Liberia,Asylum-seekers,*
Montenegro,Morocco,Asylum-seekers,*
Montenegro,Mali,Asylum-seekers,*
Montenegro,Montenegro,Asylum-seekers,
Montenegro,Mauritania,Asylum-seekers,*
Montenegro,Nigeria,Asylum-seekers,*
Montenegro,Pakistan,Asylum-seekers,*
Montenegro,Palestinian,Asylum-seekers,*
Montenegro,Russian Federation,Asylum-seekers,*
Montenegro,Rwanda,Asylum-seekers,*
Montenegro,Sudan,Asylum-seekers,*
Montenegro,Senegal,Asylum-seekers,*
Montenegro,Somalia,Asylum-seekers,*
Montenegro,Serbia and Kosovo (S/RES/1244 (1999)),Asylum-seekers,*
Montenegro,Syrian Arab Rep.,Asylum-seekers,36
Montenegro,Tunisia,Asylum-seekers,*
Montenegro,Ukraine,Asylum-seekers,*
Montenegro,Uzbekistan,Asylum-seekers,*
Montenegro,Various/Unknown,Asylum-seekers,
Montenegro,Yemen,Asylum-seekers,*
Montenegro,South Africa,Asylum-seekers,*
Mongolia,Afghanistan,Asylum-seekers,*
Mongolia,China,Asylum-seekers,5
Mongolia,Cuba,Asylum-seekers,*
Mongolia,Mongolia,Asylum-seekers,
Mongolia,Syrian Arab Rep.,Asylum-seekers,*
Mozambique,Afghanistan,Asylum-seekers,*
Mozambique,Angola,Asylum-seekers,5
Mozambique,Burundi,Asylum-seekers,3722
Mozambique,Central African Rep.,Asylum-seekers,*
Mozambique,Côte d'Ivoire,Asylum-seekers,6
Mozambique,Dem. Rep. of the Congo,Asylum-seekers,6137
Mozambique,Congo,Asylum-seekers,18
Mozambique,Cuba,Asylum-seekers,*
Mozambique,Eritrea,Asylum-seekers,*
Mozambique,Ethiopia,Asylum-seekers,25
Mozambique,Guinea,Asylum-seekers,6
Mozambique,Liberia,Asylum-seekers,10
Mozambique,Mauritania,Asylum-seekers,*
Mozambique,Palestinian,Asylum-seekers,*
Mozambique,Rwanda,Asylum-seekers,1016
Mozambique,Sudan,Asylum-seekers,16
Mozambique,Sierra Leone,Asylum-seekers,6
Mozambique,Somalia,Asylum-seekers,2322
Mozambique,Uganda,Asylum-seekers,22
Mauritania,Burundi,Asylum-seekers,*
Mauritania,Burkina Faso,Asylum-seekers,*
Mauritania,Central African Rep.,Asylum-seekers,98
Mauritania,Côte d'Ivoire,Asylum-seekers,128
Mauritania,Cameroon,Asylum-seekers,23
Mauritania,Dem. Rep. of the Congo,Asylum-seekers,41
Mauritania,Congo,Asylum-seekers,*
Mauritania,Western Sahara,Asylum-seekers,
Mauritania,Ethiopia,Asylum-seekers,*
Mauritania,Guinea,Asylum-seekers,5
Mauritania,Gambia,Asylum-seekers,*
Mauritania,Guinea-Bissau,Asylum-seekers,*
Mauritania,Iraq,Asylum-seekers,*
Mauritania,Liberia,Asylum-seekers,*
Mauritania,Mali,Asylum-seekers,*
Mauritania,Nigeria,Asylum-seekers,23
Mauritania,Palestinian,Asylum-seekers,*
Mauritania,Rwanda,Asylum-seekers,*
Mauritania,Sudan,Asylum-seekers,*
Mauritania,Senegal,Asylum-seekers,25
Mauritania,Sierra Leone,Asylum-seekers,*
Mauritania,Somalia,Asylum-seekers,*
Mauritania,Syrian Arab Rep.,Asylum-seekers,54
Mauritania,Chad,Asylum-seekers,
Mauritania,Togo,Asylum-seekers,*
Malawi,Angola,Asylum-seekers,*
Malawi,Burundi,Asylum-seekers,4093
Malawi,Belgium,Asylum-seekers,*
Malawi,Brazil,Asylum-seekers,*
Malawi,Dem. Rep. of the Congo,Asylum-seekers,7420
Malawi,Ethiopia,Asylum-seekers,24
Malawi,Kenya,Asylum-seekers,*
Malawi,Rwanda,Asylum-seekers,2930
Malawi,Sudan,Asylum-seekers,*
Malawi,Somalia,Asylum-seekers,16
Malawi,Uganda,Asylum-seekers,*
Malawi,Zambia,Asylum-seekers,6
Malaysia,Afghanistan,Asylum-seekers,212
Malaysia,Angola,Asylum-seekers,*
Malaysia,United Arab Emirates,Asylum-seekers,*
Malaysia,Burundi,Asylum-seekers,
Malaysia,Bangladesh,Asylum-seekers,9
Malaysia,Bhutan,Asylum-seekers,
Malaysia,Central African Rep.,Asylum-seekers,5
Malaysia,China,Asylum-seekers,19
Malaysia,Côte d'Ivoire,Asylum-seekers,*
Malaysia,Cameroon,Asylum-seekers,*
Malaysia,Dem. Rep. of the Congo,Asylum-seekers,*
Malaysia,Congo,Asylum-seekers,*
Malaysia,Algeria,Asylum-seekers,*
Malaysia,Egypt,Asylum-seekers,23
Malaysia,Eritrea,Asylum-seekers,*
Malaysia,Ethiopia,Asylum-seekers,6
Malaysia,Fiji,Asylum-seekers,*
Malaysia,Ghana,Asylum-seekers,*
Malaysia,Guinea,Asylum-seekers,6
Malaysia,Indonesia,Asylum-seekers,29
Malaysia,India,Asylum-seekers,5
Malaysia,Iran (Islamic Rep. of),Asylum-seekers,313
Malaysia,Iraq,Asylum-seekers,295
Malaysia,Jordan,Asylum-seekers,*
Malaysia,Kenya,Asylum-seekers,*
Malaysia,Cambodia,Asylum-seekers,*
Malaysia,Kuwait,Asylum-seekers,
Malaysia,Lebanon,Asylum-seekers,*
Malaysia,Liberia,Asylum-seekers,8
Malaysia,Sri Lanka,Asylum-seekers,2326
Malaysia,Mali,Asylum-seekers,13
Malaysia,Myanmar,Asylum-seekers,45743
Malaysia,Mauritania,Asylum-seekers,*
Malaysia,Malaysia,Asylum-seekers,
Malaysia,Nigeria,Asylum-seekers,*
Malaysia,Nepal,Asylum-seekers,*
Malaysia,Oman,Asylum-seekers,*
Malaysia,Pakistan,Asylum-seekers,860
Malaysia,Philippines,Asylum-seekers,*
Malaysia,Philippines,Asylum-seekers,
Malaysia,Palestinian,Asylum-seekers,161
Malaysia,Russian Federation,Asylum-seekers,*
Malaysia,Rwanda,Asylum-seekers,
Malaysia,Saudi Arabia,Asylum-seekers,*
Malaysia,Sudan,Asylum-seekers,58
Malaysia,Senegal,Asylum-seekers,*
Malaysia,Singapore,Asylum-seekers,*
Malaysia,Sierra Leone,Asylum-seekers,7
Malaysia,Somalia,Asylum-seekers,246
Malaysia,Syrian Arab Rep.,Asylum-seekers,530
Malaysia,Chad,Asylum-seekers,*
Malaysia,Thailand,Asylum-seekers,14
Malaysia,Tibetan,Asylum-seekers,
Malaysia,Timor-Leste,Asylum-seekers,*
Malaysia,Tunisia,Asylum-seekers,*
Malaysia,Turkey,Asylum-seekers,*
Malaysia,Uganda,Asylum-seekers,*
Malaysia,Uzbekistan,Asylum-seekers,11
Malaysia,Viet Nam,Asylum-seekers,*
Malaysia,Yemen,Asylum-seekers,301
Malaysia,Zimbabwe,Asylum-seekers,
Namibia,Angola,Asylum-seekers,
Namibia,Burundi,Asylum-seekers,58
Namibia,Bangladesh,Asylum-seekers,*
Namibia,Côte d'Ivoire,Asylum-seekers,*
Namibia,Cameroon,Asylum-seekers,*
Namibia,Dem. Rep. of the Congo,Asylum-seekers,608
Namibia,Congo,Asylum-seekers,*
Namibia,Germany,Asylum-seekers,*
Namibia,Eritrea,Asylum-seekers,*
Namibia,Ethiopia,Asylum-seekers,*
Namibia,Guinea,Asylum-seekers,*
Namibia,Guinea-Bissau,Asylum-seekers,*
Namibia,Kenya,Asylum-seekers,*
Namibia,Liberia,Asylum-seekers,*
Namibia,Lesotho,Asylum-seekers,*
Namibia,Mali,Asylum-seekers,*
Namibia,Malawi,Asylum-seekers,*
Namibia,Nigeria,Asylum-seekers,*
Namibia,Rwanda,Asylum-seekers,54
Namibia,Sudan,Asylum-seekers,*
Namibia,Senegal,Asylum-seekers,*
Namibia,Somalia,Asylum-seekers,*
Namibia,South Sudan,Asylum-seekers,*
Namibia,Chad,Asylum-seekers,*
Namibia,Togo,Asylum-seekers,*
Namibia,United Rep. of Tanzania,Asylum-seekers,8
Namibia,Uganda,Asylum-seekers,*
Namibia,Zimbabwe,Asylum-seekers,68
Niger,Burundi,Asylum-seekers,*
Niger,Central African Rep.,Asylum-seekers,83
Niger,Côte d'Ivoire,Asylum-seekers,15
Niger,Cameroon,Asylum-seekers,*
Niger,Dem. Rep. of the Congo,Asylum-seekers,*
Niger,Congo,Asylum-seekers,
Niger,Ethiopia,Asylum-seekers,*
Niger,Guinea,Asylum-seekers,*
Niger,Gambia,Asylum-seekers,*
Niger,Iran (Islamic Rep. of),Asylum-seekers,
Niger,Iraq,Asylum-seekers,
Niger,Liberia,Asylum-seekers,
Niger,Libya,Asylum-seekers,*
Niger,Mali,Asylum-seekers,
Niger,Nigeria,Asylum-seekers,*
Niger,Nigeria,Asylum-seekers,
Niger,Rwanda,Asylum-seekers,*
Niger,Sudan,Asylum-seekers,
Niger,Somalia,Asylum-seekers,
Niger,Syrian Arab Rep.,Asylum-seekers,*
Niger,Chad,Asylum-seekers,*
Niger,Togo,Asylum-seekers,
Nigeria,Afghanistan,Asylum-seekers,
Nigeria,Central African Rep.,Asylum-seekers,112
Nigeria,Côte d'Ivoire,Asylum-seekers,52
Nigeria,Cameroon,Asylum-seekers,11
Nigeria,Dem. Rep. of the Congo,Asylum-seekers,348
Nigeria,Congo,Asylum-seekers,*
Nigeria,Eritrea,Asylum-seekers,17
Nigeria,Ethiopia,Asylum-seekers,*
Nigeria,Ghana,Asylum-seekers,*
Nigeria,Guinea,Asylum-seekers,5
Nigeria,Guinea-Bissau,Asylum-seekers,
Nigeria,Equatorial Guinea,Asylum-seekers,
Nigeria,Iraq,Asylum-seekers,*
Nigeria,Lebanon,Asylum-seekers,*
Nigeria,Liberia,Asylum-seekers,5
Nigeria,Sri Lanka,Asylum-seekers,
Nigeria,Mali,Asylum-seekers,238
Nigeria,Pakistan,Asylum-seekers,*
Nigeria,Palestinian,Asylum-seekers,*
Nigeria,Rwanda,Asylum-seekers,
Nigeria,Sudan,Asylum-seekers,*
Nigeria,Senegal,Asylum-seekers,*
Nigeria,Sierra Leone,Asylum-seekers,*
Nigeria,Somalia,Asylum-seekers,
Nigeria,Syrian Arab Rep.,Asylum-seekers,17
Nigeria,Chad,Asylum-seekers,31
Nigeria,Togo,Asylum-seekers,7
Nicaragua,Azerbaijan,Asylum-seekers,
Nicaragua,Central African Rep.,Asylum-seekers,
Nicaragua,Colombia,Asylum-seekers,*
Nicaragua,Costa Rica,Asylum-seekers,
Nicaragua,Cuba,Asylum-seekers,*
Nicaragua,Germany,Asylum-seekers,
Nicaragua,Dominican Rep.,Asylum-seekers,*
Nicaragua,Guatemala,Asylum-seekers,*
Nicaragua,Honduras,Asylum-seekers,11
Nicaragua,India,Asylum-seekers,
Nicaragua,Mexico,Asylum-seekers,*
Nicaragua,Nicaragua,Asylum-seekers,
Nicaragua,Pakistan,Asylum-seekers,*
Nicaragua,Peru,Asylum-seekers,
Nicaragua,Palestinian,Asylum-seekers,*
Nicaragua,El Salvador,Asylum-seekers,46
Netherlands,Afghanistan,Asylum-seekers,299
Netherlands,Angola,Asylum-seekers,*
Netherlands,Albania,Asylum-seekers,21
Netherlands,Andorra,Asylum-seekers,
Netherlands,Armenia,Asylum-seekers,81
Netherlands,Antigua and Barbuda,Asylum-seekers,*
Netherlands,Australia,Asylum-seekers,*
Netherlands,Azerbaijan,Asylum-seekers,65
Netherlands,Burundi,Asylum-seekers,9
Netherlands,Belgium,Asylum-seekers,*
Netherlands,Benin,Asylum-seekers,*
Netherlands,Burkina Faso,Asylum-seekers,*
Netherlands,Bangladesh,Asylum-seekers,9
Netherlands,Bulgaria,Asylum-seekers,*
Netherlands,Bahrain,Asylum-seekers,*
Netherlands,Bosnia and Herzegovina,Asylum-seekers,51
Netherlands,Belarus,Asylum-seekers,8
Netherlands,Brazil,Asylum-seekers,*
Netherlands,Bhutan,Asylum-seekers,*
Netherlands,Botswana,Asylum-seekers,
Netherlands,Central African Rep.,Asylum-seekers,*
Netherlands,Canada,Asylum-seekers,*
Netherlands,Switzerland,Asylum-seekers,
Netherlands,Chile,Asylum-seekers,*
Netherlands,China,Asylum-seekers,53
Netherlands,Côte d'Ivoire,Asylum-seekers,12
Netherlands,Cameroon,Asylum-seekers,17
Netherlands,Dem. Rep. of the Congo,Asylum-seekers,*
Netherlands,Congo,Asylum-seekers,41
Netherlands,Colombia,Asylum-seekers,*
Netherlands,Cuba,Asylum-seekers,5
Netherlands,Germany,Asylum-seekers,*
Netherlands,Djibouti,Asylum-seekers,*
Netherlands,Denmark,Asylum-seekers,*
Netherlands,Dominican Rep.,Asylum-seekers,*
Netherlands,Algeria,Asylum-seekers,11
Netherlands,Ecuador,Asylum-seekers,*
Netherlands,Egypt,Asylum-seekers,37
Netherlands,Eritrea,Asylum-seekers,191
Netherlands,Spain,Asylum-seekers,*
Netherlands,Ethiopia,Asylum-seekers,35
Netherlands,France,Asylum-seekers,*
Netherlands,Gabon,Asylum-seekers,*
Netherlands,United Kingdom,Asylum-seekers,
Netherlands,Georgia,Asylum-seekers,64
Netherlands,Ghana,Asylum-seekers,9
Netherlands,Guinea,Asylum-seekers,33
Netherlands,Gambia,Asylum-seekers,11
Netherlands,Guinea-Bissau,Asylum-seekers,*
Netherlands,Greece,Asylum-seekers,*
Netherlands,Honduras,Asylum-seekers,
Netherlands,Croatia,Asylum-seekers,*
Netherlands,Haiti,Asylum-seekers,*
Netherlands,Hungary,Asylum-seekers,*
Netherlands,Indonesia,Asylum-seekers,*
Netherlands,India,Asylum-seekers,7
Netherlands,Iran (Islamic Rep. of),Asylum-seekers,246
Netherlands,Iraq,Asylum-seekers,705
Netherlands,Israel,Asylum-seekers,*
Netherlands,Italy,Asylum-seekers,*
Netherlands,Jamaica,Asylum-seekers,6
Netherlands,Jordan,Asylum-seekers,8
Netherlands,Japan,Asylum-seekers,*
Netherlands,Kazakhstan,Asylum-seekers,*
Netherlands,Kenya,Asylum-seekers,*
Netherlands,Kyrgyzstan,Asylum-seekers,*
Netherlands,Cambodia,Asylum-seekers,*
Netherlands,Rep. of Korea,Asylum-seekers,*
Netherlands,Kuwait,Asylum-seekers,*
Netherlands,Lao People's Dem. Rep.,Asylum-seekers,
Netherlands,Lebanon,Asylum-seekers,18
Netherlands,Liberia,Asylum-seekers,8
Netherlands,Libya,Asylum-seekers,53
Netherlands,Sri Lanka,Asylum-seekers,37
Netherlands,Lithuania,Asylum-seekers,*
Netherlands,Latvia,Asylum-seekers,*
Netherlands,Morocco,Asylum-seekers,25
Netherlands,Rep. of Moldova,Asylum-seekers,*
Netherlands,Mexico,Asylum-seekers,*
Netherlands,The former Yugoslav Republic of Macedonia,Asylum-seekers,29
Netherlands,Mali,Asylum-seekers,10
Netherlands,Myanmar,Asylum-seekers,7
Netherlands,Montenegro,Asylum-seekers,*
Netherlands,Mongolia,Asylum-seekers,157
Netherlands,Mozambique,Asylum-seekers,*
Netherlands,Mauritania,Asylum-seekers,*
Netherlands,Malawi,Asylum-seekers,*
Netherlands,Malaysia,Asylum-seekers,*
Netherlands,Namibia,Asylum-seekers,*
Netherlands,Niger,Asylum-seekers,*
Netherlands,Nigeria,Asylum-seekers,105
Netherlands,Netherlands,Asylum-seekers,
Netherlands,Norway,Asylum-seekers,
Netherlands,Nepal,Asylum-seekers,20
Netherlands,Pakistan,Asylum-seekers,128
Netherlands,Panama,Asylum-seekers,
Netherlands,Peru,Asylum-seekers,
Netherlands,Philippines,Asylum-seekers,*
Netherlands,Poland,Asylum-seekers,*
Netherlands,Dem. People's Rep. of Korea,Asylum-seekers,5
Netherlands,Palestinian,Asylum-seekers,22
Netherlands,Romania,Asylum-seekers,*
Netherlands,Russian Federation,Asylum-seekers,65
Netherlands,Rwanda,Asylum-seekers,8
Netherlands,Saudi Arabia,Asylum-seekers,*
Netherlands,Sudan,Asylum-seekers,101
Netherlands,Senegal,Asylum-seekers,5
Netherlands,Sierra Leone,Asylum-seekers,32
Netherlands,El Salvador,Asylum-seekers,*
Netherlands,San Marino,Asylum-seekers,*
Netherlands,Somalia,Asylum-seekers,152
Netherlands,Serbia and Kosovo (S/RES/1244 (1999)),Asylum-seekers,121
Netherlands,South Sudan,Asylum-seekers,*
Netherlands,Suriname,Asylum-seekers,*
Netherlands,Slovakia,Asylum-seekers,
Netherlands,Sweden,Asylum-seekers,*
Netherlands,Swaziland,Asylum-seekers,
Netherlands,Syrian Arab Rep.,Asylum-seekers,2323
Netherlands,Chad,Asylum-seekers,*
Netherlands,Togo,Asylum-seekers,*
Netherlands,Tajikistan,Asylum-seekers,*
Netherlands,Turkmenistan,Asylum-seekers,*
Netherlands,Trinidad and Tobago,Asylum-seekers,*
Netherlands,Tunisia,Asylum-seekers,5
Netherlands,Turkey,Asylum-seekers,21
Netherlands,Tuvalu,Asylum-seekers,
Netherlands,United Rep. of Tanzania,Asylum-seekers,9
Netherlands,Uganda,Asylum-seekers,39
Netherlands,Ukraine,Asylum-seekers,103
Netherlands,United States of America,Asylum-seekers,5
Netherlands,Uzbekistan,Asylum-seekers,*
Netherlands,Venezuela (Bolivarian Republic of),Asylum-seekers,*
Netherlands,Viet Nam,Asylum-seekers,9
Netherlands,Stateless,Asylum-seekers,1031
Netherlands,Various/Unknown,Asylum-seekers,172
Netherlands,Yemen,Asylum-seekers,22
Netherlands,South Africa,Asylum-seekers,*
Netherlands,Zambia,Asylum-seekers,*
Netherlands,Zimbabwe,Asylum-seekers,7
Norway,Afghanistan,Asylum-seekers,552
Norway,Angola,Asylum-seekers,8
Norway,Albania,Asylum-seekers,16
Norway,United Arab Emirates,Asylum-seekers,*
Norway,Argentina,Asylum-seekers,*
Norway,Armenia,Asylum-seekers,15
Norway,Australia,Asylum-seekers,*
Norway,Azerbaijan,Asylum-seekers,12
Norway,Burundi,Asylum-seekers,23
Norway,Belgium,Asylum-seekers,
Norway,Benin,Asylum-seekers,*
Norway,Burkina Faso,Asylum-seekers,*
Norway,Bangladesh,Asylum-seekers,54
Norway,Bulgaria,Asylum-seekers,*
Norway,Bosnia and Herzegovina,Asylum-seekers,*
Norway,Belarus,Asylum-seekers,8
Norway,Brazil,Asylum-seekers,*
Norway,Brunei Darussalam,Asylum-seekers,
Norway,Bhutan,Asylum-seekers,*
Norway,Central African Rep.,Asylum-seekers,*
Norway,Canada,Asylum-seekers,*
Norway,China,Asylum-seekers,8
Norway,Côte d'Ivoire,Asylum-seekers,9
Norway,Cameroon,Asylum-seekers,*
Norway,Dem. Rep. of the Congo,Asylum-seekers,18
Norway,Congo,Asylum-seekers,6
Norway,Colombia,Asylum-seekers,*
Norway,Cabo Verde,Asylum-seekers,*
Norway,Cuba,Asylum-seekers,*
Norway,Czech Rep.,Asylum-seekers,*
Norway,Germany,Asylum-seekers,*
Norway,Djibouti,Asylum-seekers,9
Norway,Denmark,Asylum-seekers,*
Norway,Algeria,Asylum-seekers,26
Norway,Egypt,Asylum-seekers,22
Norway,Eritrea,Asylum-seekers,1669
Norway,Western Sahara,Asylum-seekers,
Norway,Spain,Asylum-seekers,5
Norway,Estonia,Asylum-seekers,*
Norway,Ethiopia,Asylum-seekers,388
Norway,Fiji,Asylum-seekers,
Norway,France,Asylum-seekers,*
Norway,Gabon,Asylum-seekers,*
Norway,Georgia,Asylum-seekers,9
Norway,Ghana,Asylum-seekers,12
Norway,Guinea,Asylum-seekers,17
Norway,Gambia,Asylum-seekers,8
Norway,Guinea-Bissau,Asylum-seekers,*
Norway,Equatorial Guinea,Asylum-seekers,*
Norway,Greece,Asylum-seekers,*
Norway,Guatemala,Asylum-seekers,
Norway,Honduras,Asylum-seekers,*
Norway,Croatia,Asylum-seekers,*
Norway,Haiti,Asylum-seekers,
Norway,Hungary,Asylum-seekers,*
Norway,Indonesia,Asylum-seekers,*
Norway,India,Asylum-seekers,*
Norway,Ireland,Asylum-seekers,*
Norway,Iran (Islamic Rep. of),Asylum-seekers,238
Norway,Iraq,Asylum-seekers,392
Norway,Israel,Asylum-seekers,*
Norway,Italy,Asylum-seekers,*
Norway,Jamaica,Asylum-seekers,*
Norway,Jordan,Asylum-seekers,22
Norway,Kazakhstan,Asylum-seekers,7
Norway,Kenya,Asylum-seekers,9
Norway,Kyrgyzstan,Asylum-seekers,5
Norway,Cambodia,Asylum-seekers,
Norway,Rep. of Korea,Asylum-seekers,*
Norway,Kuwait,Asylum-seekers,*
